1615655546.000000, 1615655546.000000, 1615655546.000000
32.000000, 32.000000, 32.000000
-9,44,44
-10,44,44
-10,44,44
-9,44,44
-9,44,44
-10,44,44
-10,44,45
-10,44,44
-9,44,44
-9,44,44
-9,44,44
-9,44,44
-10,44,44
-10,44,44
-10,44,44
-10,44,44
-9,44,45
-9,44,44
-9,44,44
-10,44,44
-10,44,44
-10,44,44
-9,44,45
-10,44,45
-10,44,44
-9,44,44
-10,44,44
-10,44,45
-10,43,44
-11,45,44
-11,44,45
-11,44,45
-12,43,44
-12,42,45
-11,42,45
-10,42,44
-11,43,44
-10,45,45
-10,45,45
-9,45,44
-8,45,44
-8,44,44
-9,44,44
-9,44,44
-9,44,44
-10,44,44
-10,44,45
-9,43,44
-9,44,44
-9,44,44
-8,44,44
-8,44,44
-8,45,44
-8,45,44
-9,44,44
-9,44,44
-9,44,44
-8,44,45
-9,44,44
-9,44,44
-9,44,44
-9,44,44
-8,44,44
-8,44,44
-8,44,44
-9,44,44
-9,44,44
-9,44,44
-9,44,44
-8,44,44
-8,44,44
-8,44,44
-9,44,44
-9,44,44
-9,44,45
-9,44,44
-8,44,44
-8,44,44
-9,44,44
-9,44,44
-8,44,44
-8,44,44
-8,44,44
-10,45,43
-10,45,43
-8,44,44
-7,44,45
-6,44,44
-8,45,44
-9,45,44
-7,45,44
-10,47,42
-10,49,43
-8,46,44
-8,44,44
-8,43,46
-9,44,47
-13,47,46
-13,46,43
-6,46,47
-8,43,48
-16,39,39
-17,38,38
-26,37,36
4,42,47
-1,43,41
-9,49,46
-13,48,44
-11,46,41
-4,44,42
-3,45,42
-7,46,43
-9,45,44
-8,45,43
-6,46,43
-6,46,43
-6,47,41
-7,48,42
-7,45,44
-7,45,44
-7,44,43
-7,44,42
-8,45,41
-11,46,44
-9,45,43
-9,45,42
-12,46,43
-13,45,43
-10,43,45
-12,43,43
-12,44,43
-10,44,43
-10,44,43
-10,45,43
-10,45,43
-10,46,43
-11,45,42
-11,45,42
-11,45,43
-10,45,43
-11,45,42
-11,45,43
-10,45,43
-11,45,43
-11,44,43
-11,45,43
-11,45,43
-10,45,43
-11,45,42
-10,46,42
-10,45,42
-10,45,43
-11,45,42
-11,45,42
-10,45,43
-10,45,42
-11,45,42
-10,45,42
-10,45,42
-10,45,42
-10,45,42
-10,45,42
-10,45,43
-10,45,42
-11,45,43
-10,45,43
-10,45,42
-10,45,43
-10,45,43
-10,45,42
-10,45,42
-10,45,43
-10,45,42
-10,45,42
-11,45,42
-11,45,43
-11,45,42
-11,45,42
-10,45,43
-10,45,42
-10,45,43
-11,45,43
-10,45,42
-10,45,43
-11,45,42
-10,45,43
-10,45,43
-10,45,42
-10,45,42
-10,45,43
-10,45,43
-10,45,43
-10,45,43
-10,45,42
-11,45,43
-11,45,43
-11,45,43
-10,45,43
-10,45,43
-10,45,43
-10,45,43
-10,45,42
-10,45,42
-10,45,43
-11,44,43
-11,45,43
-11,45,42
-10,45,43
-10,45,42
-10,45,43
-10,45,43
-10,45,42
-11,45,43
-10,45,43
-10,45,43
-10,45,43
-11,45,43
-10,45,43
-10,45,42
-10,45,43
-10,45,43
-10,45,43
-10,45,42
-10,45,43
-11,45,43
-11,45,42
-11,45,43
-10,45,43
-10,45,43
-10,45,43
-10,45,42
-11,45,43
-10,45,43
-11,45,43
-11,45,43
-11,45,43
-11,45,43
-10,45,43
-11,45,43
-11,45,43
-11,44,43
-11,44,43
-11,45,43
-10,45,43
-11,45,43
-11,44,44
-11,45,42
-12,45,42
-12,45,44
-12,44,44
-12,44,43
-12,44,43
-11,44,43
-12,46,42
-12,44,43
-11,43,44
-11,44,44
-11,45,44
-13,45,43
-11,43,43
-11,43,43
-14,45,43
-14,45,43
-13,44,42
-12,44,42
-11,44,43
-11,45,44
-11,46,43
-10,42,45
-10,43,43
-9,44,43
-11,46,44
-12,46,44
-11,45,42
-10,44,41
-9,44,42
-8,45,43
-9,46,43
-10,45,43
-10,44,43
-10,45,43
-11,45,43
-9,45,43
-8,45,43
-7,44,43
-8,45,42
-8,47,42
-9,45,43
-9,43,44
-10,43,43
-9,44,44
-12,45,44
-12,45,44
-12,44,42
-10,45,42
-9,46,42
